order_id,order_date,customer_id,product_id,store_id,quantity,discount,payment_method,gross_revenue,discount_amount,revenue,cost_amount,profit
O0036738,2025-02-24,C03939,P0143,S006,4,0.05,Card,6440.44,322.022,6118.42,4243.8,1874.62
O0036739,2026-06-25,C04243,P0027,S002,3,0.05,Card,3765.3,188.265,3577.04,3140.4,436.64
O0036740,2025-04-28,C01679,P0020,S002,4,0.0,Card,989.28,0.0,989.28,684.76,304.52
O0036741,2025-07-20,C04014,P0118,S005,4,0.05,Bank Transfer,6174.4,308.72,5865.68,4414.68,1451.0
O0036742,2025-12-13,C00624,P0159,S010,4,0.05,Card,6657.96,332.898,6325.06,5774.24,550.82
O0036743,2025-01-28,C01256,P0056,S002,5,0.05,Card,1182.9,59.14500000000001,1123.76,997.8,125.96
O0036744,2025-11-08,C04843,P0067,S011,2,0.05,Online,3038.78,151.93900000000002,2886.84,2136.3,750.54
O0036745,2025-06-09,C01585,P0170,S006,3,0.1,Online,2430.87,243.087,2187.78,1873.47,314.31
O0036746,2025-08-25,C00395,P0172,S014,2,0.15,Online,1840.64,276.096,1564.54,1184.72,379.82
O0036747,2025-07-01,C01061,P0001,S006,2,0.1,Card,2083.2,208.32,1874.88,1632.38,242.5
O0036748,2026-04-06,C02772,P0090,S005,3,0.05,Card,3356.43,167.8215,3188.61,2277.93,910.68
O0036749,2025-09-07,C03141,P0148,S004,4,0.05,Card,7327.64,366.38200000000006,6961.26,4577.8,2383.46
O0036750,2026-02-16,C03890,P0103,S013,3,0.05,Card,5071.08,253.554,4817.53,4201.23,616.3
O0036751,2025-01-23,C03410,P0062,S004,1,0.15,Card,554.24,83.136,471.1,453.63,17.47
O0036752,2026-01-08,C03606,P0063,S002,1,0.1,Card,230.04,23.004,207.04,198.45,8.59
O0036753,2025-07-29,C00942,P0131,S004,3,0.15,Card,2424.18,363.627,2060.55,1699.86,360.69
O0036754,2025-11-23,C00718,P0146,S005,1,0.0,Card,85.2,0.0,85.2,54.43,30.77
O0036755,2026-04-08,C01974,P0172,S010,1,0.15,Card,920.32,138.048,782.27,592.36,189.91
O0036756,2026-01-16,C03885,P0131,S003,4,0.1,Online,3232.24,323.224,2909.02,2266.48,642.54
O0036757,2025-07-13,C03136,P0055,S003,3,0.05,Card,5719.53,285.9765,5433.55,4996.23,437.32
O0036758,2025-05-04,C01442,P0158,S004,5,0.1,Card,9477.5,947.75,8529.75,6433.65,2096.1
O0036759,2026-04-30,C04661,P0178,S014,3,0.0,Card,812.64,0.0,812.64,577.17,235.47
O0036760,2025-05-22,C03341,P0017,S002,3,0.0,Bank Transfer,1487.28,0.0,1487.28,1286.25,201.03
O0036761,2025-01-20,C04829,P0126,S002,5,0.0,Online,1262.0,0.0,1262.0,1086.9,175.1
O0036762,2025-06-12,C01492,P0097,S010,5,0.0,Online,7060.4,0.0,7060.4,6190.55,869.85
O0036763,2025-01-06,C04651,P0107,S012,1,0.05,Online,1736.49,86.8245,1649.67,1509.98,139.69
O0036764,2026-02-09,C02322,P0082,S004,3,0.0,Card,5501.16,0.0,5501.16,4652.07,849.09
O0036765,2026-05-01,C00882,P0077,S010,4,0.05,Online,3404.2,170.21,3233.99,2671.4,562.59
O0036766,2025-08-25,C04477,P0069,S005,2,0.2,Cash,818.34,163.668,654.67,669.76,-15.09
O0036767,2025-12-02,C05244,P0106,S009,3,0.0,Card,6780.48,0.0,6780.48,4331.19,2449.29
O0036768,2026-06-08,C01522,P0076,S002,2,0.15,Card,688.56,103.284,585.28,520.38,64.9
O0036769,2026-05-21,C00190,P0052,S002,3,0.0,Card,6265.38,0.0,6265.38,4348.14,1917.24
O0036770,2025-01-22,C05114,P0106,S007,1,0.05,Cash,2260.16,113.008,2147.15,1443.73,703.42
O0036771,2025-02-07,C03305,P0101,S005,5,0.0,Card,12719.95,0.0,12719.95,8992.0,3727.95
O0036772,2025-07-29,C02723,P0011,S005,3,0.0,Card,942.57,0.0,942.57,780.48,162.09
O0036773,2025-06-02,C01639,P0083,S008,4,0.0,Online,6102.48,0.0,6102.48,5236.12,866.36
O0036774,2025-03-26,C05955,P0015,S010,5,0.1,Card,6812.55,681.2550000000001,6131.3,5004.55,1126.75
O0036775,2025-03-24,C01723,P0030,S010,1,0.0,Card,1125.91,0.0,1125.91,894.24,231.67
O0036776,2026-03-22,C03662,P0106,S006,2,0.1,Card,4520.32,452.032,4068.29,2887.46,1180.83
O0036777,2025-04-16,C01305,P0149,S010,5,0.0,Card,10640.9,0.0,10640.9,6864.8,3776.1
O0036778,2025-09-19,C00960,P0155,S004,5,0.1,Cash,5542.4,554.24,4988.16,3733.6,1254.56
O0036779,2025-01-25,C02807,P0094,S001,2,0.15,Online,4978.98,746.8469999999999,4232.13,3371.38,860.75
O0036780,2025-12-05,C04494,P0125,S011,5,0.05,Card,9030.9,451.545,8579.36,7208.85,1370.51
O0036781,2026-02-09,C00299,P0037,S008,4,0.05,Online,4704.16,235.208,4468.95,4006.88,462.07
O0036782,2025-11-23,C03663,P0033,S013,3,0.15,Online,3872.88,580.932,3291.95,2619.96,671.99
O0036783,2025-06-05,C01281,P0072,S005,3,0.1,Online,851.01,85.101,765.91,562.23,203.68
O0036784,2025-02-13,C00711,P0004,S014,5,0.1,Card,5135.299999999999,513.53,4621.77,3223.0,1398.77
O0036785,2025-08-07,C05815,P0047,S008,4,0.0,Card,7130.6,0.0,7130.6,5990.76,1139.84
O0036786,2026-03-04,C00411,P0031,S008,1,0.1,Card,1270.73,127.073,1143.66,1061.88,81.78
O0036787,2025-03-07,C01004,P0133,S006,1,0.15,Card,362.2,54.33,307.87,303.11,4.76
O0036788,2026-03-25,C04949,P0040,S003,5,0.15,Card,5073.0,760.9499999999999,4312.05,3369.75,942.3
O0036789,2026-05-14,C00655,P0104,S007,4,0.1,Cash,340.24,34.024,306.22,298.92,7.3
O0036790,2025-11-28,C02925,P0090,S014,1,0.0,Card,1118.81,0.0,1118.81,759.31,359.5
O0036791,2026-04-06,C01811,P0014,S010,5,0.1,Card,5820.0,582.0,5238.0,4266.3,971.7
O0036792,2025-06-03,C04163,P0143,S008,2,0.0,Card,3220.22,0.0,3220.22,2121.9,1098.32
O0036793,2025-12-06,C05251,P0003,S012,5,0.0,Bank Transfer,934.3,0.0,934.3,621.15,313.15
O0036794,2026-01-31,C03006,P0176,S013,4,0.1,Card,5552.2,555.22,4996.98,3450.0,1546.98
O0036795,2026-01-26,C00901,P0107,S012,4,0.1,Card,6945.96,694.596,6251.36,6039.92,211.44
O0036796,2026-01-18,C04967,P0002,S012,2,0.1,Card,3877.9,387.79,3490.11,2965.48,524.63
O0036797,2025-04-17,C04983,P0104,S003,1,0.1,Online,85.06,8.506,76.55,74.73,1.82
O0036798,2026-05-14,C00968,P0161,S006,4,0.1,Card,324.88,32.488,292.39,252.0,40.39
O0036799,2026-01-08,C00239,P0116,S006,3,0.05,Cash,3561.33,178.06650000000002,3383.26,2759.85,623.41
O0036800,2025-03-06,C00667,P0015,S006,1,0.2,Online,1362.51,272.502,1090.01,1000.91,89.1
O0036801,2025-12-16,C02523,P0117,S002,1,0.0,Bank Transfer,309.56,0.0,309.56,250.03,59.53
O0036802,2026-05-12,C02336,P0172,S003,3,0.1,Online,2760.96,276.096,2484.86,1777.08,707.78
O0036803,2025-01-14,C05662,P0103,S005,4,0.0,Card,6761.44,0.0,6761.44,5601.64,1159.8
O0036804,2026-04-30,C03118,P0085,S005,4,0.0,Card,9042.16,0.0,9042.16,5733.04,3309.12
O0036805,2025-06-30,C05966,P0054,S007,4,0.1,Card,5000.0,500.0,4500.0,3538.28,961.72
O0036806,2025-06-12,C03719,P0172,S013,4,0.1,Cash,3681.28,368.128,3313.15,2369.44,943.71
O0036807,2025-09-24,C05934,P0050,S007,2,0.2,Card,995.78,199.156,796.62,842.16,-45.54
O0036808,2026-01-27,C01417,P0074,S013,4,0.2,Card,1354.8,270.96,1083.84,1003.4,80.44
O0036809,2025-02-26,C04449,P0157,S011,5,0.0,Card,3903.55,0.0,3903.55,3385.7,517.85
O0036810,2025-05-24,C04547,P0095,S004,1,0.1,Card,2561.46,256.146,2305.31,1776.07,529.24
O0036811,2026-03-17,C05080,P0140,S009,2,0.0,Card,3549.24,0.0,3549.24,2419.32,1129.92
O0036812,2025-05-09,C04413,P0002,S006,4,0.1,Online,7755.8,775.58,6980.22,5930.96,1049.26
O0036813,2025-07-10,C01782,P0134,S013,2,0.05,Card,3037.56,151.878,2885.68,2010.38,875.3
O0036814,2025-12-17,C02945,P0030,S014,1,0.2,Card,1125.91,225.182,900.73,894.24,6.49
O0036815,2025-05-17,C01905,P0162,S004,3,0.15,Online,1984.32,297.648,1686.67,1306.23,380.44
O0036816,2025-01-28,C02833,P0118,S013,2,0.0,Bank Transfer,3087.2,0.0,3087.2,2207.34,879.86
O0036817,2025-10-16,C03147,P0054,S012,1,0.1,Online,1250.0,125.0,1125.0,884.57,240.43
O0036818,2025-02-22,C04308,P0073,S006,5,0.1,Online,10671.45,1067.1450000000002,9604.3,7228.15,2376.15
O0036819,2025-07-30,C01093,P0003,S002,3,0.05,Card,560.58,28.029000000000003,532.55,372.69,159.86
O0036820,2025-12-27,C05985,P0029,S010,1,0.1,Online,1367.33,136.733,1230.6,1173.23,57.37
O0036821,2026-02-08,C02013,P0059,S004,3,0.05,Cash,5257.89,262.89450000000005,4995.0,4308.9,686.1
O0036822,2026-06-04,C02271,P0137,S012,3,0.0,Online,5643.96,0.0,5643.96,4901.16,742.8
O0036823,2026-04-21,C03270,P0074,S005,2,0.0,Card,677.4,0.0,677.4,501.7,175.7
O0036824,2025-01-19,C01646,P0137,S003,1,0.0,Card,1881.32,0.0,1881.32,1633.72,247.6
O0036825,2025-09-23,C02554,P0128,S013,2,0.05,Online,3057.4,152.87,2904.53,2678.84,225.69
O0036826,2025-01-13,C02883,P0161,S009,4,0.0,Bank Transfer,324.88,0.0,324.88,252.0,72.88
O0036827,2026-03-14,C00273,P0080,S010,2,0.05,Cash,3512.3,175.615,3336.69,2356.26,980.43
O0036828,2025-02-10,C01475,P0053,S005,2,0.15,Online,724.82,108.723,616.1,463.04,153.06
O0036829,2026-03-01,C00148,P0116,S010,2,0.15,Online,2374.22,356.133,2018.09,1839.9,178.19
O0036830,2025-01-01,C00360,P0044,S008,2,0.1,Card,4319.62,431.962,3887.66,3218.54,669.12
O0036831,2025-03-02,C05856,P0077,S003,5,0.0,Online,4255.25,0.0,4255.25,3339.25,916.0
O0036832,2026-05-22,C05720,P0061,S014,5,0.0,Card,5435.15,0.0,5435.15,3861.65,1573.5
O0036833,2025-04-12,C02967,P0023,S008,4,0.0,Card,786.0,0.0,786.0,667.56,118.44
O0036834,2025-09-16,C02114,P0002,S009,1,0.1,Card,1938.95,193.895,1745.06,1482.74,262.32
O0036835,2025-10-12,C03634,P0070,S002,4,0.1,Card,3483.0,348.3,3134.7,3020.44,114.26
O0036836,2026-01-13,C03064,P0093,S010,5,0.15,Online,5086.6,762.99,4323.61,3969.25,354.36
O0036837,2026-05-26,C05243,P0064,S009,4,0.0,Card,7437.12,0.0,7437.12,5944.6,1492.52
O0036838,2025-08-16,C00619,P0032,S006,3,0.05,Card,2605.74,130.287,2475.45,1892.7,582.75
O0036839,2025-11-26,C05793,P0026,S008,5,0.1,Card,10674.1,1067.41,9606.69,8128.3,1478.39
O0036840,2026-06-29,C04415,P0008,S003,3,0.05,Card,3148.0199999999995,157.40099999999998,2990.62,2584.53,406.09
O0036841,2025-03-01,C05662,P0055,S009,4,0.1,Card,7626.04,762.604,6863.44,6661.64,201.8
O0036842,2025-09-20,C02885,P0092,S010,1,0.0,Card,682.76,0.0,682.76,572.85,109.91
O0036843,2025-06-15,C04332,P0143,S005,3,0.0,Card,4830.33,0.0,4830.33,3182.85,1647.48
O0036844,2026-05-28,C01067,P0059,S005,3,0.15,Online,5257.89,788.6835,4469.21,4308.9,160.31
O0036845,2025-12-02,C04627,P0123,S007,1,0.05,Card,1437.95,71.89750000000001,1366.05,1130.56,235.49
O0036846,2025-12-21,C01586,P0131,S007,1,0.0,Cash,808.06,0.0,808.06,566.62,241.44
O0036847,2025-04-13,C00055,P0059,S001,4,0.05,Card,7010.52,350.52600000000007,6659.99,5745.2,914.79
O0036848,2026-06-02,C03696,P0071,S014,4,0.0,Cash,1157.8,0.0,1157.8,767.96,389.84
O0036849,2025-02-06,C01638,P0001,S011,2,0.0,Card,2083.2,0.0,2083.2,1632.38,450.82
O0036850,2025-09-28,C05174,P0160,S011,4,0.2,Card,7036.8,1407.36,5629.44,6184.16,-554.72
O0036851,2026-01-17,C01242,P0082,S005,2,0.1,Card,3667.44,366.744,3300.7,3101.38,199.32
O0036852,2026-04-25,C00649,P0119,S014,1,0.15,Cash,549.57,82.4355,467.13,399.56,67.57
O0036853,2025-05-30,C01814,P0157,S008,4,0.0,Online,3122.84,0.0,3122.84,2708.56,414.28
O0036854,2025-07-02,C01131,P0139,S004,1,0.05,Cash,675.32,33.766000000000005,641.55,446.16,195.39
O0036855,2025-01-21,C05352,P0073,S013,4,0.0,Card,8537.16,0.0,8537.16,5782.52,2754.64
O0036856,2025-12-28,C05179,P0067,S008,4,0.2,Card,6077.56,1215.5120000000002,4862.05,4272.6,589.45
O0036857,2025-04-18,C03625,P0037,S011,2,0.2,Card,2352.08,470.416,1881.66,2003.44,-121.78
O0036858,2025-12-03,C04394,P0177,S012,1,0.05,Bank Transfer,2407.44,120.372,2287.07,1625.57,661.5
O0036859,2025-02-16,C01343,P0075,S009,4,0.0,Online,4300.2,0.0,4300.2,3353.64,946.56
O0036860,2025-09-23,C05562,P0007,S006,5,0.0,Card,4440.6,0.0,4440.6,3365.6,1075.0
O0036861,2025-09-19,C04601,P0133,S012,1,0.05,Card,362.2,18.11,344.09,303.11,40.98
O0036862,2025-10-01,C00946,P0109,S001,3,0.0,Card,1253.25,0.0,1253.25,863.49,389.76
O0036863,2025-06-18,C03041,P0106,S007,1,0.1,Bank Transfer,2260.16,226.016,2034.14,1443.73,590.41
O0036864,2025-04-03,C03935,P0066,S005,3,0.15,Card,165.84,24.876,140.96,143.55,-2.59
O0036865,2026-02-28,C00671,P0093,S013,1,0.1,Card,1017.32,101.732,915.59,793.85,121.74
O0036866,2026-05-10,C01392,P0005,S007,3,0.0,Card,1417.26,0.0,1417.26,1075.2,342.06
O0036867,2025-06-01,C00397,P0033,S013,3,0.1,Card,3872.88,387.288,3485.59,2619.96,865.63
O0036868,2025-09-05,C01816,P0095,S013,5,0.0,Card,12807.3,0.0,12807.3,8880.35,3926.95
O0036869,2025-03-01,C00657,P0145,S004,3,0.1,Card,4098.54,409.854,3688.69,3417.57,271.12
O0036870,2025-03-24,C03233,P0127,S004,3,0.1,Card,1937.73,193.773,1743.96,1536.87,207.09
O0036871,2025-07-12,C00835,P0120,S012,1,0.05,Online,1002.93,50.1465,952.78,758.94,193.84
O0036872,2026-01-20,C02296,P0044,S012,3,0.0,Card,6479.43,0.0,6479.43,4827.81,1651.62
O0036873,2026-01-03,C01485,P0114,S008,2,0.2,Card,851.0,170.20000000000002,680.8,539.56,141.24
O0036874,2026-02-02,C03407,P0156,S003,1,0.05,Card,2260.38,113.019,2147.36,1445.69,701.67
O0036875,2025-02-18,C02456,P0081,S014,4,0.0,Online,3052.84,0.0,3052.84,2103.2,949.64
O0036876,2025-01-25,C02303,P0010,S008,1,0.0,Card,1861.43,0.0,1861.43,1450.53,410.9
O0036877,2025-05-31,C02848,P0174,S013,5,0.0,Card,3497.3,0.0,3497.3,2936.3,561.0
O0036878,2025-07-01,C04516,P0146,S011,1,0.15,Card,85.2,12.78,72.42,54.43,17.99
O0036879,2025-10-08,C04424,P0109,S014,3,0.05,Card,1253.25,62.6625,1190.59,863.49,327.1
O0036880,2025-11-16,C01416,P0153,S005,4,0.0,Card,2973.44,0.0,2973.44,2520.88,452.56
O0036881,2025-04-13,C05109,P0082,S001,4,0.15,Card,7334.88,1100.232,6234.65,6202.76,31.89
O0036882,2026-03-25,C00434,P0157,S004,3,0.1,Card,2342.13,234.213,2107.92,2031.42,76.5
O0036883,2026-02-12,C03380,P0127,S007,2,0.0,Card,1291.82,0.0,1291.82,1024.58,267.24
O0036884,2025-06-19,C04703,P0057,S009,4,0.15,Cash,6758.04,1013.706,5744.33,4307.68,1436.65
O0036885,2025-12-19,C04597,P0148,S012,1,0.05,Card,1831.91,91.59550000000002,1740.31,1144.45,595.86
O0036886,2025-06-13,C05367,P0051,S007,4,0.15,Card,5239.96,785.994,4453.97,3665.32,788.65
O0036887,2025-02-03,C02179,P0156,S001,4,0.15,Card,9041.52,1356.228,7685.29,5782.76,1902.53
O0036888,2026-02-07,C04939,P0066,S002,5,0.1,Online,276.4,27.64,248.76,239.25,9.51
O0036889,2025-02-17,C05417,P0163,S011,3,0.15,Card,2250.93,337.63949999999994,1913.29,1635.33,277.96
O0036890,2025-04-30,C02684,P0143,S006,4,0.05,Cash,6440.44,322.022,6118.42,4243.8,1874.62
O0036891,2025-06-15,C03144,P0098,S013,3,0.0,Card,2124.24,0.0,2124.24,1616.07,508.17
O0036892,2026-05-05,C02664,P0001,S008,4,0.0,Card,4166.4,0.0,4166.4,3264.76,901.64
O0036893,2025-11-17,C02024,P0056,S010,4,0.2,Cash,946.32,189.264,757.06,798.24,-41.18
O0036894,2026-03-08,C01853,P0008,S001,2,0.0,Card,2098.68,0.0,2098.68,1723.02,375.66
O0036895,2026-05-11,C01243,P0134,S005,1,0.1,Card,1518.78,151.878,1366.9,1005.19,361.71
O0036896,2026-05-03,C02804,P0179,S003,4,0.1,Card,3606.48,360.648,3245.83,3140.08,105.75
O0036897,2025-11-29,C05758,P0156,S010,3,0.1,Card,6781.14,678.114,6103.03,4337.07,1765.96
O0036898,2025-07-13,C00209,P0075,S014,5,0.0,Card,5375.25,0.0,5375.25,4192.05,1183.2
O0036899,2025-08-09,C00874,P0133,S006,2,0.05,Online,724.4,36.22,688.18,606.22,81.96
O0036900,2025-04-01,C04021,P0015,S011,5,0.1,Card,6812.55,681.2550000000001,6131.3,5004.55,1126.75
O0036901,2025-11-18,C04488,P0087,S010,4,0.05,Card,5453.84,272.692,5181.15,4138.6,1042.55
O0036902,2025-11-16,C04220,P0168,S009,1,0.05,Card,1064.39,53.21950000000001,1011.17,899.48,111.69
O0036903,2026-06-15,C01560,P0168,S010,2,0.2,Card,2128.78,425.7560000000001,1703.02,1798.96,-95.94
O0036904,2025-04-14,C04907,P0006,S003,1,0.0,Online,1795.93,0.0,1795.93,1232.66,563.27
O0036905,2026-02-18,C00010,P0179,S009,1,0.0,Card,901.62,0.0,901.62,785.02,116.6
O0036906,2025-05-26,C03876,P0037,S010,4,0.0,Card,4704.16,0.0,4704.16,4006.88,697.28
O0036907,2025-02-12,C05856,P0014,S013,3,0.2,Online,3492.0,698.4000000000001,2793.6,2559.78,233.82
O0036908,2025-08-07,C01067,P0027,S009,2,0.0,Card,2510.2,0.0,2510.2,2093.6,416.6
O0036909,2026-06-11,C05917,P0106,S004,5,0.1,Card,11300.8,1130.08,10170.72,7218.65,2952.07
O0036910,2025-09-10,C05151,P0088,S007,4,0.15,Online,7662.64,1149.396,6513.24,5762.6,750.64
O0036911,2025-04-12,C01723,P0155,S013,1,0.0,Card,1108.48,0.0,1108.48,746.72,361.76
O0036912,2025-06-26,C02252,P0027,S005,2,0.2,Card,2510.2,502.04,2008.16,2093.6,-85.44
O0036913,2026-01-15,C01548,P0112,S008,5,0.2,Online,1868.25,373.65,1494.6,1599.5,-104.9
O0036914,2025-06-05,C03839,P0023,S004,1,0.05,Card,196.5,9.825,186.68,166.89,19.79
O0036915,2025-05-07,C04781,P0153,S009,3,0.2,Card,2230.08,446.016,1784.06,1890.66,-106.6
O0036916,2025-05-15,C01282,P0175,S002,5,0.0,Bank Transfer,7529.2,0.0,7529.2,5075.35,2453.85
O0036917,2025-02-14,C04087,P0049,S001,5,0.05,Card,11666.8,583.34,11083.46,8747.85,2335.61
O0036918,2026-01-12,C02459,P0019,S009,4,0.05,Card,4413.4,220.67,4192.73,2949.72,1243.01
O0036919,2025-06-25,C01294,P0145,S001,2,0.05,Card,2732.36,136.61800000000002,2595.74,2278.38,317.36
O0036920,2025-06-17,C03775,P0171,S011,2,0.1,Online,2427.06,242.706,2184.35,1956.26,228.09
O0036921,2025-06-29,C02735,P0019,S014,5,0.15,Online,5516.75,827.5124999999999,4689.24,3687.15,1002.09
O0036922,2026-01-15,C03937,P0143,S008,1,0.0,Card,1610.11,0.0,1610.11,1060.95,549.16
O0036923,2026-04-23,C03877,P0177,S013,1,0.15,Online,2407.44,361.116,2046.32,1625.57,420.75
O0036924,2026-02-10,C01824,P0105,S009,4,0.1,Online,7064.52,706.4520000000001,6358.07,5778.6,579.47
O0036925,2025-11-06,C01958,P0157,S005,4,0.0,Card,3122.84,0.0,3122.84,2708.56,414.28
O0036926,2026-01-25,C03583,P0127,S005,3,0.0,Online,1937.73,0.0,1937.73,1536.87,400.86
O0036927,2025-05-04,C00679,P0003,S014,2,0.1,Online,373.72,37.37200000000001,336.35,248.46,87.89
O0036928,2026-05-15,C00024,P0053,S008,3,0.05,Card,1087.23,54.36150000000001,1032.87,694.56,338.31
O0036929,2025-12-01,C00506,P0155,S012,5,0.15,Online,5542.4,831.3599999999999,4711.04,3733.6,977.44
O0036930,2026-06-06,C03562,P0135,S013,1,0.05,Card,1044.26,52.213,992.05,812.36,179.69
O0036931,2025-05-27,C04339,P0105,S008,5,0.0,Card,8830.650000000001,0.0,8830.65,7223.25,1607.4
O0036932,2025-03-22,C05445,P0103,S011,2,0.0,Bank Transfer,3380.72,0.0,3380.72,2800.82,579.9
O0036933,2026-01-26,C04633,P0062,S006,2,0.1,Cash,1108.48,110.848,997.63,907.26,90.37
O0036934,2025-06-25,C03188,P0136,S002,5,0.05,Card,5187.9,259.395,4928.5,3932.3,996.2
O0036935,2025-04-24,C04220,P0009,S007,5,0.0,Card,10749.55,0.0,10749.55,7502.45,3247.1
O0036936,2026-03-07,C02639,P0144,S007,5,0.2,Online,5636.35,1127.2700000000002,4509.08,4806.15,-297.07
O0036937,2025-10-18,C05183,P0170,S003,1,0.15,Card,810.29,121.5435,688.75,624.49,64.26
O0036938,2026-03-03,C02824,P0056,S009,2,0.05,Online,473.16,23.658,449.5,399.12,50.38
O0036939,2025-05-14,C05307,P0151,S005,3,0.0,Card,3250.8900000000003,0.0,3250.89,2393.28,857.61
O0036940,2025-02-08,C00520,P0170,S002,2,0.15,Bank Transfer,1620.58,243.087,1377.49,1248.98,128.51
O0036941,2025-08-12,C02399,P0100,S001,5,0.0,Card,9822.65,0.0,9822.65,7918.85,1903.8
O0036942,2026-06-10,C02527,P0028,S004,1,0.15,Online,1690.65,253.5975,1437.05,1297.84,139.21
O0036943,2025-11-16,C02300,P0038,S013,1,0.0,Card,1722.72,0.0,1722.72,1190.37,532.35
O0036944,2026-04-13,C04975,P0027,S005,3,0.1,Online,3765.3,376.53,3388.77,3140.4,248.37
O0036945,2026-04-06,C02379,P0154,S004,4,0.1,Online,5685.28,568.528,5116.75,3546.24,1570.51
O0036946,2026-05-06,C05649,P0164,S014,1,0.0,Card,1921.19,0.0,1921.19,1596.94,324.25
O0036947,2025-09-08,C02350,P0041,S014,5,0.05,Card,10664.9,533.245,10131.65,8578.45,1553.2
O0036948,2025-04-22,C01079,P0044,S001,5,0.0,Cash,10799.05,0.0,10799.05,8046.35,2752.7
O0036949,2026-05-07,C05739,P0031,S004,1,0.0,Card,1270.73,0.0,1270.73,1061.88,208.85
O0036950,2025-10-01,C04181,P0054,S010,2,0.1,Card,2500.0,250.0,2250.0,1769.14,480.86
O0036951,2025-06-24,C03097,P0027,S004,4,0.0,Online,5020.4,0.0,5020.4,4187.2,833.2
O0036952,2025-08-29,C03060,P0066,S004,5,0.1,Card,276.4,27.64,248.76,239.25,9.51
O0036953,2026-03-04,C02407,P0156,S012,1,0.05,Card,2260.38,113.019,2147.36,1445.69,701.67
O0036954,2025-07-16,C05646,P0070,S012,4,0.2,Card,3483.0,696.6,2786.4,3020.44,-234.04
O0036955,2026-03-31,C05196,P0155,S004,2,0.1,Card,2216.96,221.69600000000003,1995.26,1493.44,501.82
O0036956,2025-05-05,C02728,P0138,S007,5,0.0,Card,6099.099999999999,0.0,6099.1,4437.25,1661.85
O0036957,2025-06-23,C04285,P0087,S005,5,0.0,Online,6817.3,0.0,6817.3,5173.25,1644.05
O0036958,2025-03-18,C01317,P0020,S013,5,0.0,Card,1236.6,0.0,1236.6,855.95,380.65
O0036959,2026-04-21,C02421,P0107,S006,3,0.05,Online,5209.47,260.4735,4949.0,4529.94,419.06
O0036960,2026-04-21,C00271,P0036,S010,5,0.0,Card,366.0,0.0,366.0,243.45,122.55
O0036961,2025-04-24,C01971,P0062,S009,3,0.15,Card,1662.72,249.408,1413.31,1360.89,52.42
O0036962,2025-10-17,C04508,P0172,S014,3,0.1,Card,2760.96,276.096,2484.86,1777.08,707.78
O0036963,2026-03-09,C02163,P0143,S005,3,0.2,Card,4830.33,966.066,3864.26,3182.85,681.41
O0036964,2025-11-25,C04318,P0109,S010,2,0.05,Bank Transfer,835.5,41.775000000000006,793.72,575.66,218.06
O0036965,2025-12-19,C05901,P0134,S005,5,0.0,Online,7593.9,0.0,7593.9,5025.95,2567.95
O0036966,2025-05-23,C05559,P0001,S005,5,0.0,Online,5208.0,0.0,5208.0,4080.95,1127.05
O0036967,2025-01-16,C02106,P0126,S014,5,0.0,Card,1262.0,0.0,1262.0,1086.9,175.1
O0036968,2026-05-26,C00363,P0097,S002,1,0.05,Online,1412.08,70.604,1341.48,1238.11,103.37
O0036969,2026-05-14,C05411,P0126,S008,3,0.15,Card,757.2,113.58,643.62,652.14,-8.52
O0036970,2026-05-27,C05896,P0051,S011,1,0.15,Card,1309.99,196.4985,1113.49,916.33,197.16
O0036971,2025-01-24,C05617,P0043,S004,2,0.05,Card,5512.04,275.60200000000003,5236.44,3572.7,1663.74
O0036972,2026-01-02,C01107,P0128,S009,2,0.05,Online,3057.4,152.87,2904.53,2678.84,225.69
O0036973,2025-05-17,C00441,P0155,S013,4,0.0,Online,4433.92,0.0,4433.92,2986.88,1447.04
O0036974,2025-06-25,C03367,P0170,S004,5,0.0,Online,4051.45,0.0,4051.45,3122.45,929.0
O0036975,2025-08-14,C03825,P0082,S008,2,0.05,Card,3667.44,183.372,3484.07,3101.38,382.69
O0036976,2025-05-08,C03392,P0041,S002,5,0.05,Card,10664.9,533.245,10131.65,8578.45,1553.2
O0036977,2025-11-21,C00293,P0123,S003,2,0.05,Card,2875.9,143.79500000000002,2732.1,2261.12,470.98
O0036978,2025-11-22,C00246,P0005,S008,5,0.0,Card,2362.1,0.0,2362.1,1792.0,570.1
O0036979,2026-05-22,C02255,P0052,S003,1,0.0,Card,2088.46,0.0,2088.46,1449.38,639.08
O0036980,2026-03-31,C03745,P0029,S007,4,0.0,Online,5469.32,0.0,5469.32,4692.92,776.4
O0036981,2026-01-19,C01406,P0085,S008,4,0.1,Card,9042.16,904.216,8137.94,5733.04,2404.9
O0036982,2026-06-12,C02037,P0012,S002,2,0.0,Online,3445.26,0.0,3445.26,2400.16,1045.1
O0036983,2025-08-22,C03581,P0040,S005,4,0.05,Online,4058.4,202.92,3855.48,2695.8,1159.68
O0036984,2025-02-07,C05012,P0049,S013,2,0.05,Cash,4666.72,233.336,4433.38,3499.14,934.24
O0036985,2026-04-26,C03166,P0167,S006,4,0.0,Card,6974.64,0.0,6974.64,5058.32,1916.32
O0036986,2025-07-02,C03196,P0076,S011,3,0.05,Card,1032.84,51.642,981.2,780.57,200.63
O0036987,2025-09-01,C01501,P0099,S014,1,0.0,Cash,2443.64,0.0,2443.64,1654.01,789.63
