customer_id,customer_name,gender,age,city,customer_type,registration_date
C01429,Customer 01429,Female,43,Madinah,New,2026-05-20
C01430,Customer 01430,Female,27,Abha,Returning,2026-02-10
C01431,Customer 01431,Male,41,Abha,Returning,2026-05-13
C01432,Customer 01432,Female,62,Madinah,Loyal,2025-04-26
C01433,Customer 01433,Female,48,Makkah,Returning,2024-10-20
C01434,Customer 01434,Female,38,Abha,Returning,2025-10-19
C01435,Customer 01435,Female,19,Makkah,New,2026-02-04
C01436,Customer 01436,Female,20,Jeddah,Returning,2024-10-05
C01437,Customer 01437,Male,27,Riyadh,Loyal,2025-11-21
C01438,Customer 01438,Male,60,Makkah,Loyal,2024-04-25
C01439,Customer 01439,Male,25,Riyadh,Returning,2025-05-14
C01440,Customer 01440,Male,29,Dammam,Loyal,2025-06-23
C01441,Customer 01441,Female,57,Abha,New,2025-07-29
C01442,Customer 01442,Female,28,Abha,Returning,2025-03-16
C01443,Customer 01443,Male,23,Abha,Loyal,2025-05-08
C01444,Customer 01444,Female,44,Jeddah,Returning,2026-05-31
C01445,Customer 01445,Male,20,Makkah,New,2025-10-14
C01446,Customer 01446,Female,32,Khobar,New,2024-07-08
C01447,Customer 01447,Male,42,Riyadh,Returning,2024-02-07
C01448,Customer 01448,Male,31,Dammam,Returning,2024-12-05
C01449,Customer 01449,Female,34,Dammam,Returning,2026-04-28
C01450,Customer 01450,Male,65,Madinah,New,2024-12-24
C01451,Customer 01451,Female,25,Makkah,Returning,2026-04-02
C01452,Customer 01452,Male,26,Abha,Returning,2025-01-25
C01453,Customer 01453,Male,20,Dammam,Loyal,2024-03-13
C01454,Customer 01454,Female,55,Makkah,Returning,2025-11-05
C01455,Customer 01455,Female,31,Abha,Returning,2024-01-16
C01456,Customer 01456,Female,34,Abha,Returning,2024-04-15
C01457,Customer 01457,Female,44,Jeddah,Returning,2026-03-21
C01458,Customer 01458,Female,57,Madinah,Loyal,2024-07-27
C01459,Customer 01459,Female,32,Abha,New,2026-02-28
C01460,Customer 01460,Male,57,Abha,Returning,2026-02-11
C01461,Customer 01461,Female,31,Abha,Returning,2025-09-09
C01462,Customer 01462,Female,26,Dammam,Returning,2025-11-06
C01463,Customer 01463,Female,62,Dammam,New,2024-01-23
C01464,Customer 01464,Male,46,Riyadh,Loyal,2026-05-03
C01465,Customer 01465,Male,42,Dammam,Returning,2025-05-18
C01466,Customer 01466,Female,38,Jeddah,Returning,2025-12-18
C01467,Customer 01467,Male,20,Madinah,Returning,2024-04-21
C01468,Customer 01468,Male,62,Abha,Loyal,2024-06-11
C01469,Customer 01469,Male,26,Khobar,New,2024-10-25
C01470,Customer 01470,Male,59,Dammam,Returning,2025-04-17
C01471,Customer 01471,Female,19,Riyadh,New,2024-11-02
C01472,Customer 01472,Male,47,Madinah,Returning,2025-05-19
C01473,Customer 01473,Female,62,Abha,Returning,2024-10-17
C01474,Customer 01474,Female,61,Jeddah,Returning,2025-06-09
C01475,Customer 01475,Male,31,Abha,Returning,2024-05-11
C01476,Customer 01476,Male,40,Khobar,New,2024-04-01
C01477,Customer 01477,Female,18,Dammam,Returning,2025-04-19
C01478,Customer 01478,Female,39,Dammam,Returning,2026-05-30
C01479,Customer 01479,Male,63,Makkah,New,2026-02-20
C01480,Customer 01480,Male,49,Madinah,Returning,2025-03-27
C01481,Customer 01481,Male,53,Dammam,New,2026-03-04
C01482,Customer 01482,Female,52,Madinah,Returning,2025-09-29
C01483,Customer 01483,Male,20,Khobar,New,2026-03-13
C01484,Customer 01484,Female,27,Riyadh,New,2024-01-16
C01485,Customer 01485,Male,43,Khobar,Returning,2025-05-11
C01486,Customer 01486,Male,18,Madinah,Returning,2024-11-03
C01487,Customer 01487,Female,59,Jeddah,New,2025-10-17
C01488,Customer 01488,Female,60,Makkah,Returning,2025-11-01
C01489,Customer 01489,Female,50,Riyadh,New,2024-05-28
C01490,Customer 01490,Male,60,Jeddah,Loyal,2025-08-27
C01491,Customer 01491,Female,34,Riyadh,Loyal,2024-07-06
C01492,Customer 01492,Male,30,Khobar,New,2026-01-20
C01493,Customer 01493,Male,40,Dammam,New,2025-07-30
C01494,Customer 01494,Male,20,Khobar,Loyal,2024-05-19
C01495,Customer 01495,Male,21,Abha,Returning,2026-02-21
C01496,Customer 01496,Male,64,Jeddah,Loyal,2024-10-14
C01497,Customer 01497,Male,39,Madinah,Returning,2025-07-01
C01498,Customer 01498,Male,32,Dammam,New,2025-03-22
C01499,Customer 01499,Male,44,Dammam,New,2025-01-26
C01500,Customer 01500,Male,41,Makkah,Returning,2026-04-21
C01501,Customer 01501,Male,18,Jeddah,New,2024-03-23
C01502,Customer 01502,Male,56,Khobar,Loyal,2024-07-03
C01503,Customer 01503,Female,37,Dammam,Returning,2025-06-18
C01504,Customer 01504,Male,26,Abha,New,2025-09-25
C01505,Customer 01505,Male,45,Madinah,New,2026-05-25
C01506,Customer 01506,Male,32,Jeddah,New,2026-06-07
C01507,Customer 01507,Male,49,Khobar,Returning,2025-01-10
C01508,Customer 01508,Male,22,Makkah,Loyal,2024-03-24
C01509,Customer 01509,Female,20,Madinah,New,2024-02-05
C01510,Customer 01510,Female,54,Makkah,Loyal,2026-06-16
C01511,Customer 01511,Male,38,Dammam,Returning,2025-04-12
C01512,Customer 01512,Male,49,Khobar,Returning,2024-12-27
C01513,Customer 01513,Male,60,Khobar,Returning,2024-08-18
C01514,Customer 01514,Female,33,Abha,Loyal,2024-04-25
C01515,Customer 01515,Female,41,Jeddah,Loyal,2025-08-14
C01516,Customer 01516,Male,57,Madinah,Loyal,2025-01-05
C01517,Customer 01517,Female,54,Khobar,Returning,2026-04-16
C01518,Customer 01518,Female,26,Abha,Returning,2025-11-15
C01519,Customer 01519,Male,32,Dammam,Loyal,2024-06-10
C01520,Customer 01520,Female,27,Khobar,New,2024-06-09
C01521,Customer 01521,Female,44,Madinah,Returning,2025-03-28
C01522,Customer 01522,Female,33,Abha,Returning,2025-05-02
C01523,Customer 01523,Female,50,Dammam,Loyal,2026-06-08
C01524,Customer 01524,Male,65,Riyadh,New,2024-10-12
C01525,Customer 01525,Female,22,Abha,Returning,2024-03-07
C01526,Customer 01526,Male,52,Abha,Returning,2024-05-27
C01527,Customer 01527,Male,48,Dammam,Loyal,2025-06-11
C01528,Customer 01528,Male,26,Khobar,Returning,2024-12-07
C01529,Customer 01529,Female,30,Khobar,Returning,2024-09-13
C01530,Customer 01530,Male,34,Madinah,Returning,2025-05-01
C01531,Customer 01531,Male,62,Jeddah,Returning,2025-11-18
C01532,Customer 01532,Female,22,Makkah,Returning,2026-02-05
C01533,Customer 01533,Male,19,Dammam,New,2025-04-24
C01534,Customer 01534,Male,46,Khobar,Loyal,2025-11-23
C01535,Customer 01535,Female,34,Riyadh,Loyal,2024-08-23
C01536,Customer 01536,Male,29,Riyadh,New,2024-12-30
C01537,Customer 01537,Female,55,Riyadh,Returning,2025-10-10
C01538,Customer 01538,Male,57,Riyadh,New,2026-02-26
C01539,Customer 01539,Female,20,Madinah,Loyal,2025-09-29
C01540,Customer 01540,Female,32,Abha,New,2025-09-20
C01541,Customer 01541,Male,53,Abha,Returning,2025-11-17
C01542,Customer 01542,Female,61,Makkah,Loyal,2025-04-22
C01543,Customer 01543,Female,49,Madinah,Loyal,2024-09-23
C01544,Customer 01544,Male,46,Madinah,Returning,2025-08-09
C01545,Customer 01545,Male,57,Dammam,Returning,2024-01-29
C01546,Customer 01546,Female,24,Abha,Loyal,2025-03-09
C01547,Customer 01547,Female,63,Dammam,Returning,2024-12-16
C01548,Customer 01548,Male,57,Jeddah,Returning,2025-06-20
C01549,Customer 01549,Female,65,Makkah,New,2025-06-16
C01550,Customer 01550,Male,49,Jeddah,Returning,2024-09-24
C01551,Customer 01551,Female,52,Abha,New,2025-06-11
C01552,Customer 01552,Female,28,Riyadh,Returning,2026-03-23
C01553,Customer 01553,Female,27,Khobar,New,2024-02-19
C01554,Customer 01554,Male,22,Madinah,New,2024-12-28
C01555,Customer 01555,Male,62,Dammam,Returning,2025-01-29
C01556,Customer 01556,Male,64,Abha,Returning,2024-04-17
C01557,Customer 01557,Male,37,Madinah,Returning,2024-09-26
C01558,Customer 01558,Female,51,Dammam,New,2025-04-10
C01559,Customer 01559,Male,27,Riyadh,Returning,2025-10-24
C01560,Customer 01560,Male,44,Jeddah,Returning,2025-03-31
C01561,Customer 01561,Female,25,Riyadh,New,2025-03-28
C01562,Customer 01562,Male,30,Khobar,Loyal,2025-09-10
C01563,Customer 01563,Male,27,Madinah,Returning,2024-09-26
C01564,Customer 01564,Male,19,Dammam,Loyal,2025-02-14
C01565,Customer 01565,Male,34,Jeddah,Returning,2026-06-18
C01566,Customer 01566,Female,55,Abha,New,2026-04-10
C01567,Customer 01567,Female,49,Jeddah,Loyal,2024-09-23
C01568,Customer 01568,Male,62,Madinah,Returning,2024-01-23
C01569,Customer 01569,Male,39,Jeddah,Returning,2024-10-12
C01570,Customer 01570,Female,53,Dammam,New,2025-04-01
C01571,Customer 01571,Male,27,Makkah,Loyal,2025-11-15
C01572,Customer 01572,Female,24,Jeddah,Loyal,2024-05-23
C01573,Customer 01573,Male,53,Jeddah,Loyal,2025-03-04
C01574,Customer 01574,Female,57,Riyadh,Returning,2025-10-24
C01575,Customer 01575,Female,39,Madinah,New,2024-02-05
C01576,Customer 01576,Female,53,Makkah,New,2026-05-11
C01577,Customer 01577,Female,43,Madinah,New,2024-01-17
C01578,Customer 01578,Female,27,Makkah,New,2025-07-30
C01579,Customer 01579,Female,23,Madinah,New,2025-11-07
C01580,Customer 01580,Female,20,Dammam,Loyal,2024-05-09
C01581,Customer 01581,Male,24,Makkah,Returning,2025-08-27
C01582,Customer 01582,Female,48,Dammam,New,2025-06-27
C01583,Customer 01583,Male,27,Abha,Returning,2024-02-21
C01584,Customer 01584,Female,28,Khobar,Returning,2025-04-18
C01585,Customer 01585,Male,65,Madinah,New,2024-03-20
C01586,Customer 01586,Female,34,Dammam,Returning,2024-01-28
C01587,Customer 01587,Male,61,Riyadh,Loyal,2026-01-07
C01588,Customer 01588,Male,37,Madinah,Returning,2025-03-26
C01589,Customer 01589,Male,49,Khobar,New,2026-01-24
C01590,Customer 01590,Female,59,Makkah,New,2026-04-03
C01591,Customer 01591,Male,32,Dammam,New,2025-05-12
C01592,Customer 01592,Male,26,Abha,Returning,2025-07-04
C01593,Customer 01593,Male,48,Makkah,Loyal,2025-04-21
C01594,Customer 01594,Female,26,Jeddah,Returning,2026-02-23
C01595,Customer 01595,Female,46,Riyadh,New,2025-08-22
C01596,Customer 01596,Male,40,Jeddah,Returning,2024-11-17
C01597,Customer 01597,Male,65,Riyadh,New,2025-03-10
C01598,Customer 01598,Male,24,Makkah,Returning,2025-07-24
C01599,Customer 01599,Female,29,Dammam,Returning,2025-02-10
C01600,Customer 01600,Male,31,Jeddah,Loyal,2026-04-17
C01601,Customer 01601,Female,27,Jeddah,Loyal,2026-03-06
C01602,Customer 01602,Female,34,Abha,Loyal,2026-01-02
C01603,Customer 01603,Female,34,Abha,Loyal,2024-12-04
C01604,Customer 01604,Male,32,Makkah,Returning,2025-03-07
C01605,Customer 01605,Female,18,Abha,Loyal,2025-08-20
C01606,Customer 01606,Female,46,Jeddah,Returning,2024-02-06
C01607,Customer 01607,Female,31,Madinah,Loyal,2025-09-30
C01608,Customer 01608,Male,50,Abha,Returning,2026-03-10
C01609,Customer 01609,Male,21,Khobar,Returning,2025-07-09
C01610,Customer 01610,Male,49,Riyadh,Loyal,2026-02-22
C01611,Customer 01611,Male,33,Makkah,Returning,2024-09-20
C01612,Customer 01612,Male,62,Riyadh,Returning,2025-07-19
C01613,Customer 01613,Male,26,Riyadh,Loyal,2025-11-11
C01614,Customer 01614,Male,49,Madinah,New,2025-10-24
C01615,Customer 01615,Male,60,Makkah,New,2026-01-01
C01616,Customer 01616,Male,42,Madinah,Loyal,2026-02-03
C01617,Customer 01617,Female,24,Jeddah,Loyal,2025-06-21
C01618,Customer 01618,Female,58,Riyadh,Loyal,2025-02-25
C01619,Customer 01619,Female,36,Makkah,Returning,2026-05-07
C01620,Customer 01620,Female,52,Abha,Loyal,2024-07-06
C01621,Customer 01621,Female,32,Jeddah,Returning,2026-04-27
C01622,Customer 01622,Female,38,Dammam,Loyal,2024-09-05
C01623,Customer 01623,Female,18,Madinah,Returning,2024-08-05
C01624,Customer 01624,Female,61,Madinah,Returning,2024-06-11
C01625,Customer 01625,Male,40,Makkah,Returning,2025-01-04
C01626,Customer 01626,Female,61,Dammam,Loyal,2025-04-24
C01627,Customer 01627,Female,44,Makkah,New,2025-03-04
C01628,Customer 01628,Male,38,Makkah,Returning,2025-06-28
C01629,Customer 01629,Female,52,Makkah,Returning,2026-04-12
C01630,Customer 01630,Male,48,Makkah,New,2024-05-15
C01631,Customer 01631,Male,58,Jeddah,Returning,2026-05-31
C01632,Customer 01632,Female,39,Madinah,Returning,2025-05-05
C01633,Customer 01633,Female,47,Riyadh,New,2026-03-01
C01634,Customer 01634,Male,53,Dammam,Loyal,2024-03-14
C01635,Customer 01635,Male,32,Madinah,Returning,2025-10-14
C01636,Customer 01636,Male,38,Khobar,New,2026-02-10
C01637,Customer 01637,Female,50,Dammam,New,2024-04-07
C01638,Customer 01638,Male,20,Makkah,Returning,2024-05-31
C01639,Customer 01639,Male,56,Jeddah,Loyal,2024-02-17
C01640,Customer 01640,Female,47,Riyadh,New,2025-11-23
C01641,Customer 01641,Male,21,Abha,Returning,2024-09-09
C01642,Customer 01642,Female,60,Khobar,Returning,2025-10-22
C01643,Customer 01643,Male,35,Riyadh,Returning,2026-05-14
C01644,Customer 01644,Male,61,Madinah,Loyal,2024-05-22
C01645,Customer 01645,Male,53,Abha,Returning,2025-04-16
C01646,Customer 01646,Male,43,Dammam,New,2024-02-10
C01647,Customer 01647,Female,51,Khobar,New,2025-06-22
C01648,Customer 01648,Female,49,Dammam,Loyal,2026-05-22
C01649,Customer 01649,Female,59,Madinah,Returning,2025-07-21
C01650,Customer 01650,Male,42,Riyadh,Loyal,2025-06-06
C01651,Customer 01651,Male,45,Khobar,Loyal,2024-12-12
C01652,Customer 01652,Male,59,Abha,Returning,2026-02-15
C01653,Customer 01653,Male,46,Abha,Returning,2026-01-18
C01654,Customer 01654,Female,21,Abha,New,2026-05-17
C01655,Customer 01655,Male,60,Jeddah,Returning,2024-03-17
C01656,Customer 01656,Female,43,Riyadh,Loyal,2024-05-28
C01657,Customer 01657,Female,31,Jeddah,New,2025-06-10
C01658,Customer 01658,Female,58,Madinah,New,2024-11-07
C01659,Customer 01659,Female,22,Jeddah,New,2026-05-13
C01660,Customer 01660,Female,43,Madinah,Returning,2025-12-27
C01661,Customer 01661,Female,58,Makkah,New,2025-07-12
C01662,Customer 01662,Female,55,Makkah,Returning,2024-10-15
C01663,Customer 01663,Male,50,Khobar,New,2024-12-27
C01664,Customer 01664,Male,57,Makkah,Loyal,2024-04-26
C01665,Customer 01665,Male,22,Khobar,Loyal,2024-10-24
C01666,Customer 01666,Female,21,Dammam,Loyal,2026-06-16
C01667,Customer 01667,Male,60,Abha,Returning,2026-06-15
C01668,Customer 01668,Male,61,Dammam,Returning,2024-05-16
C01669,Customer 01669,Female,60,Madinah,Returning,2025-11-20
C01670,Customer 01670,Female,25,Abha,Loyal,2026-03-28
C01671,Customer 01671,Male,50,Khobar,Loyal,2024-05-31
C01672,Customer 01672,Female,52,Riyadh,Returning,2026-02-16
C01673,Customer 01673,Male,61,Dammam,Returning,2025-04-01
C01674,Customer 01674,Female,26,Jeddah,Loyal,2025-01-04
C01675,Customer 01675,Male,64,Jeddah,New,2025-11-13
C01676,Customer 01676,Male,54,Dammam,Loyal,2024-06-24
C01677,Customer 01677,Male,47,Dammam,New,2025-11-05
C01678,Customer 01678,Male,29,Makkah,New,2025-09-05
C01679,Customer 01679,Female,61,Riyadh,Returning,2024-11-04
C01680,Customer 01680,Male,40,Abha,Returning,2026-04-29
C01681,Customer 01681,Female,47,Abha,Returning,2026-01-19
C01682,Customer 01682,Male,56,Abha,Loyal,2026-01-27
C01683,Customer 01683,Male,43,Khobar,New,2024-11-24
C01684,Customer 01684,Female,51,Madinah,Returning,2024-11-22
C01685,Customer 01685,Female,22,Khobar,Loyal,2026-02-14
C01686,Customer 01686,Male,40,Riyadh,Loyal,2025-04-11
C01687,Customer 01687,Female,53,Jeddah,Loyal,2026-05-24
C01688,Customer 01688,Female,56,Abha,Returning,2025-11-13
C01689,Customer 01689,Male,51,Jeddah,New,2024-06-02
C01690,Customer 01690,Female,55,Khobar,Returning,2025-08-17
C01691,Customer 01691,Male,61,Madinah,Returning,2025-05-28
C01692,Customer 01692,Female,37,Khobar,Returning,2025-09-08
C01693,Customer 01693,Female,45,Abha,Returning,2024-11-01
C01694,Customer 01694,Male,51,Dammam,Loyal,2024-11-26
C01695,Customer 01695,Male,54,Dammam,Returning,2025-12-01
C01696,Customer 01696,Female,50,Madinah,Returning,2025-03-18
C01697,Customer 01697,Male,56,Madinah,Returning,2025-01-11
C01698,Customer 01698,Female,34,Dammam,Returning,2025-03-30
C01699,Customer 01699,Male,58,Riyadh,Returning,2024-04-13
C01700,Customer 01700,Female,35,Makkah,New,2025-03-02
C01701,Customer 01701,Female,29,Abha,Returning,2025-04-11
C01702,Customer 01702,Male,50,Dammam,Returning,2026-01-10
C01703,Customer 01703,Male,49,Dammam,Returning,2024-07-27
C01704,Customer 01704,Male,59,Khobar,Returning,2026-03-07
C01705,Customer 01705,Male,27,Jeddah,Returning,2026-04-25
C01706,Customer 01706,Male,30,Madinah,Returning,2024-05-15
C01707,Customer 01707,Male,60,Jeddah,Loyal,2026-02-27
C01708,Customer 01708,Female,22,Madinah,Loyal,2025-09-04
C01709,Customer 01709,Male,59,Abha,New,2026-05-14
C01710,Customer 01710,Female,20,Dammam,Loyal,2026-01-27
C01711,Customer 01711,Male,42,Madinah,Returning,2026-04-22
C01712,Customer 01712,Female,46,Makkah,New,2024-09-15
C01713,Customer 01713,Male,53,Madinah,Returning,2025-06-05
C01714,Customer 01714,Male,57,Dammam,Returning,2024-04-21
C01715,Customer 01715,Male,27,Riyadh,Returning,2025-05-17
C01716,Customer 01716,Male,23,Madinah,New,2024-03-10
C01717,Customer 01717,Male,40,Jeddah,Returning,2025-01-30
C01718,Customer 01718,Male,52,Jeddah,Returning,2024-07-03
C01719,Customer 01719,Female,28,Riyadh,Loyal,2025-10-03
C01720,Customer 01720,Male,41,Dammam,New,2024-12-15
C01721,Customer 01721,Male,25,Makkah,Loyal,2026-05-14
C01722,Customer 01722,Female,64,Jeddah,Returning,2024-10-16
C01723,Customer 01723,Female,58,Makkah,New,2025-09-21
C01724,Customer 01724,Female,23,Dammam,Loyal,2025-02-06
C01725,Customer 01725,Male,20,Khobar,Loyal,2025-05-01
C01726,Customer 01726,Male,24,Madinah,Loyal,2026-01-11
C01727,Customer 01727,Female,60,Riyadh,Returning,2024-05-02
C01728,Customer 01728,Female,32,Madinah,New,2025-10-09
C01729,Customer 01729,Male,23,Makkah,Returning,2025-05-11
C01730,Customer 01730,Female,30,Madinah,Returning,2025-08-04
C01731,Customer 01731,Male,55,Khobar,Loyal,2024-08-06
C01732,Customer 01732,Female,40,Makkah,New,2024-05-05
C01733,Customer 01733,Male,32,Abha,Returning,2025-03-05
C01734,Customer 01734,Female,57,Makkah,Loyal,2025-08-02
C01735,Customer 01735,Male,20,Riyadh,Loyal,2025-07-30
C01736,Customer 01736,Male,32,Abha,New,2024-03-26
C01737,Customer 01737,Male,44,Riyadh,New,2025-05-25
C01738,Customer 01738,Female,49,Madinah,Loyal,2024-07-24
C01739,Customer 01739,Female,46,Madinah,New,2024-12-03
C01740,Customer 01740,Male,19,Khobar,New,2024-05-31
C01741,Customer 01741,Female,50,Makkah,Returning,2025-11-25
C01742,Customer 01742,Male,34,Khobar,Returning,2025-04-01
C01743,Customer 01743,Female,20,Abha,Returning,2024-07-08
C01744,Customer 01744,Female,44,Abha,New,2025-01-14
C01745,Customer 01745,Male,32,Dammam,New,2024-03-12
C01746,Customer 01746,Female,41,Khobar,Returning,2026-05-22
C01747,Customer 01747,Male,29,Riyadh,Loyal,2024-05-03
C01748,Customer 01748,Male,47,Dammam,Loyal,2024-09-24
C01749,Customer 01749,Female,20,Dammam,Returning,2025-03-04
C01750,Customer 01750,Female,64,Riyadh,New,2025-09-02
C01751,Customer 01751,Female,34,Dammam,New,2024-01-13
C01752,Customer 01752,Female,42,Khobar,Returning,2024-08-14
C01753,Customer 01753,Male,34,Madinah,Returning,2025-09-02
C01754,Customer 01754,Female,20,Makkah,Returning,2025-04-26
C01755,Customer 01755,Female,41,Khobar,New,2025-03-10
C01756,Customer 01756,Female,64,Madinah,Loyal,2026-05-30
C01757,Customer 01757,Female,36,Jeddah,Returning,2026-04-22
C01758,Customer 01758,Male,59,Jeddah,Loyal,2025-04-02
C01759,Customer 01759,Male,23,Jeddah,Returning,2025-05-14
C01760,Customer 01760,Female,20,Makkah,Returning,2025-07-09
C01761,Customer 01761,Female,58,Khobar,Loyal,2024-03-27
C01762,Customer 01762,Male,54,Dammam,Returning,2026-04-08
C01763,Customer 01763,Male,48,Riyadh,New,2025-10-08
C01764,Customer 01764,Female,25,Khobar,Loyal,2025-04-07
C01765,Customer 01765,Female,63,Madinah,Loyal,2025-04-10
C01766,Customer 01766,Female,24,Abha,Loyal,2024-04-25
C01767,Customer 01767,Male,59,Riyadh,New,2025-10-15
C01768,Customer 01768,Male,62,Makkah,New,2025-01-15
C01769,Customer 01769,Male,39,Jeddah,New,2024-09-05
C01770,Customer 01770,Female,65,Khobar,Loyal,2025-02-19
C01771,Customer 01771,Male,31,Riyadh,New,2026-01-11
C01772,Customer 01772,Female,39,Dammam,New,2025-11-06
C01773,Customer 01773,Male,65,Abha,Returning,2025-02-23
C01774,Customer 01774,Male,36,Abha,New,2024-10-12
C01775,Customer 01775,Female,42,Makkah,Returning,2024-05-15
C01776,Customer 01776,Male,58,Jeddah,New,2024-08-24
C01777,Customer 01777,Female,19,Dammam,New,2025-08-16
C01778,Customer 01778,Female,56,Riyadh,Loyal,2025-10-28
C01779,Customer 01779,Male,37,Khobar,New,2026-04-11
C01780,Customer 01780,Male,33,Abha,Loyal,2024-10-04
C01781,Customer 01781,Male,28,Abha,Returning,2025-06-15
C01782,Customer 01782,Male,62,Dammam,New,2025-01-16
C01783,Customer 01783,Female,26,Jeddah,Loyal,2024-04-20
C01784,Customer 01784,Male,48,Madinah,Returning,2026-03-10
C01785,Customer 01785,Male,59,Jeddah,New,2024-06-04
C01786,Customer 01786,Male,45,Jeddah,New,2026-04-28
C01787,Customer 01787,Male,56,Madinah,Returning,2024-04-08
C01788,Customer 01788,Male,34,Abha,Returning,2025-09-07
C01789,Customer 01789,Female,23,Jeddah,Returning,2024-04-29
C01790,Customer 01790,Male,64,Riyadh,Returning,2025-01-20
C01791,Customer 01791,Male,43,Jeddah,Returning,2024-12-10
C01792,Customer 01792,Female,44,Makkah,New,2025-05-07
C01793,Customer 01793,Female,58,Riyadh,Returning,2026-03-05
C01794,Customer 01794,Male,65,Riyadh,New,2024-02-08
C01795,Customer 01795,Male,46,Khobar,New,2025-04-09
C01796,Customer 01796,Male,30,Makkah,Loyal,2025-05-17
C01797,Customer 01797,Male,54,Jeddah,Returning,2025-08-23
C01798,Customer 01798,Male,59,Makkah,New,2024-07-25
C01799,Customer 01799,Male,35,Makkah,Returning,2024-06-07
C01800,Customer 01800,Male,21,Khobar,Returning,2025-04-02
C01801,Customer 01801,Male,18,Khobar,Returning,2024-02-04
C01802,Customer 01802,Female,31,Jeddah,Returning,2024-10-07
C01803,Customer 01803,Male,30,Dammam,Returning,2026-01-23
C01804,Customer 01804,Male,63,Riyadh,New,2026-02-20
C01805,Customer 01805,Male,39,Riyadh,New,2025-11-08
C01806,Customer 01806,Female,22,Abha,Returning,2024-08-27
C01807,Customer 01807,Male,49,Riyadh,Loyal,2025-10-20
C01808,Customer 01808,Female,62,Abha,Returning,2025-11-20
C01809,Customer 01809,Male,52,Dammam,Returning,2026-04-21
C01810,Customer 01810,Male,38,Abha,New,2025-05-08
C01811,Customer 01811,Female,20,Makkah,New,2024-09-29
C01812,Customer 01812,Male,51,Riyadh,Returning,2026-04-08
C01813,Customer 01813,Female,45,Riyadh,Loyal,2026-02-03
C01814,Customer 01814,Male,46,Madinah,Returning,2026-05-22
C01815,Customer 01815,Male,51,Jeddah,Loyal,2024-12-21
C01816,Customer 01816,Male,36,Makkah,Returning,2025-12-06
C01817,Customer 01817,Male,65,Riyadh,Returning,2025-06-16
C01818,Customer 01818,Male,35,Khobar,Returning,2024-01-21
C01819,Customer 01819,Female,43,Khobar,Loyal,2025-07-09
C01820,Customer 01820,Female,27,Madinah,Returning,2024-01-20
C01821,Customer 01821,Female,30,Jeddah,Returning,2025-12-04
C01822,Customer 01822,Male,58,Jeddah,New,2026-03-01
C01823,Customer 01823,Male,41,Makkah,New,2024-04-06
C01824,Customer 01824,Male,55,Makkah,New,2026-05-30
C01825,Customer 01825,Male,65,Khobar,Returning,2025-01-14
C01826,Customer 01826,Male,44,Dammam,New,2024-09-16
C01827,Customer 01827,Male,50,Jeddah,Returning,2024-03-12
C01828,Customer 01828,Male,19,Khobar,Loyal,2025-04-13
C01829,Customer 01829,Female,53,Makkah,Returning,2025-07-22
C01830,Customer 01830,Female,29,Khobar,New,2025-08-21
C01831,Customer 01831,Male,51,Dammam,New,2025-04-30
C01832,Customer 01832,Female,39,Dammam,New,2024-09-05
C01833,Customer 01833,Male,25,Jeddah,Returning,2025-08-10
C01834,Customer 01834,Male,41,Abha,Returning,2024-07-23
C01835,Customer 01835,Male,38,Makkah,Loyal,2026-05-13
C01836,Customer 01836,Male,57,Khobar,New,2025-01-29
C01837,Customer 01837,Female,21,Jeddah,Returning,2026-01-13
C01838,Customer 01838,Female,58,Jeddah,Returning,2026-05-19
C01839,Customer 01839,Female,26,Jeddah,New,2024-05-30
C01840,Customer 01840,Female,26,Dammam,New,2024-08-18
C01841,Customer 01841,Male,64,Madinah,Returning,2024-08-02
C01842,Customer 01842,Male,57,Riyadh,New,2025-02-21
C01843,Customer 01843,Female,35,Dammam,Loyal,2025-06-06
C01844,Customer 01844,Male,49,Khobar,New,2026-05-04
C01845,Customer 01845,Male,29,Madinah,Loyal,2025-02-08
C01846,Customer 01846,Male,20,Madinah,Returning,2025-10-10
C01847,Customer 01847,Female,58,Dammam,New,2024-05-21
C01848,Customer 01848,Male,19,Makkah,New,2026-01-02
C01849,Customer 01849,Male,28,Jeddah,Returning,2026-01-07
C01850,Customer 01850,Male,19,Jeddah,Returning,2025-08-19
C01851,Customer 01851,Male,49,Madinah,Returning,2025-01-15
C01852,Customer 01852,Male,54,Dammam,New,2025-11-12
C01853,Customer 01853,Female,22,Makkah,Loyal,2024-06-24
C01854,Customer 01854,Male,42,Abha,Loyal,2024-08-29
C01855,Customer 01855,Female,60,Dammam,Returning,2026-03-22
C01856,Customer 01856,Male,61,Abha,Loyal,2025-08-01
C01857,Customer 01857,Female,56,Jeddah,Loyal,2026-04-21
C01858,Customer 01858,Male,31,Abha,Loyal,2026-01-05
C01859,Customer 01859,Male,41,Khobar,Returning,2025-06-27
C01860,Customer 01860,Female,52,Dammam,New,2024-03-10
C01861,Customer 01861,Female,58,Makkah,Returning,2024-02-01
C01862,Customer 01862,Female,25,Khobar,Loyal,2024-02-07
C01863,Customer 01863,Female,25,Khobar,Returning,2024-01-10
C01864,Customer 01864,Male,43,Jeddah,Returning,2026-03-03
C01865,Customer 01865,Male,46,Madinah,New,2024-08-03
C01866,Customer 01866,Female,59,Abha,New,2025-07-01
C01867,Customer 01867,Female,26,Dammam,Loyal,2025-11-03
