customer_id,customer_type,city,revenue,orders,avg_order_value
C01098,Returning,Khobar,88635.36,20,4431.77
C01099,Returning,Khobar,47866.87,13,3682.07
C01100,Loyal,Abha,87153.8,22,3961.54
C01101,Returning,Madinah,78076.1,23,3394.61
C01102,Returning,Dammam,68208.79,17,4012.28
C01103,New,Riyadh,53893.310000000005,15,3592.89
C01104,Loyal,Madinah,69066.84,21,3288.9
C01105,Returning,Jeddah,96194.33,25,3847.77
C01106,Loyal,Madinah,71081.82,22,3230.99
C01107,New,Makkah,109322.20999999999,22,4969.19
C01108,Returning,Dammam,80166.15,23,3485.48
C01109,Returning,Riyadh,65967.28,17,3880.43
C01110,Loyal,Madinah,80693.48,23,3508.41
C01111,Returning,Dammam,77590.17,23,3373.49
C01112,Returning,Makkah,81325.98,18,4518.11
C01113,New,Makkah,84788.98,24,3532.87
C01114,Returning,Madinah,47756.44,19,2513.5
C01115,Returning,Khobar,57404.22,24,2391.84
C01116,New,Madinah,67248.53,15,4483.24
C01117,Returning,Abha,117109.45,29,4038.26
C01118,Returning,Jeddah,79509.72,23,3456.94
C01119,Returning,Dammam,74674.18,19,3930.22
C01120,Loyal,Makkah,46650.64,19,2455.3
C01121,New,Jeddah,83889.33,24,3495.39
C01122,Loyal,Makkah,49570.77,16,3098.17
C01123,New,Makkah,40007.55,14,2857.68
C01124,Returning,Riyadh,43928.2,13,3379.09
C01125,Returning,Makkah,107999.93,27,4000.0
C01126,Returning,Makkah,95363.90000000001,26,3667.84
C01127,Returning,Madinah,67147.19,17,3949.83
C01128,Returning,Madinah,83860.1,19,4413.69
C01129,Loyal,Madinah,57953.71,15,3863.58
C01130,New,Dammam,51727.82,17,3042.81
C01131,Returning,Dammam,73883.56,21,3518.26
C01132,Loyal,Madinah,89767.05,20,4488.35
C01133,Loyal,Dammam,74835.73,19,3938.72
C01134,Returning,Jeddah,65105.16,19,3426.59
C01135,Returning,Makkah,58966.01,17,3468.59
C01136,Returning,Jeddah,96727.28,27,3582.49
C01137,Returning,Dammam,68662.89,25,2746.52
C01138,Loyal,Abha,100344.09999999999,27,3716.45
C01139,New,Jeddah,61572.25,20,3078.61
C01140,New,Makkah,60821.03,17,3577.71
C01141,Returning,Jeddah,64561.43,19,3397.97
C01142,Returning,Khobar,68989.28,19,3631.01
C01143,Returning,Makkah,81562.22,25,3262.49
C01144,New,Dammam,36613.869999999995,15,2440.92
C01145,Returning,Riyadh,51270.0,13,3943.85
C01146,Returning,Makkah,73030.7,18,4057.26
C01147,New,Jeddah,41509.18,15,2767.28
C01148,Returning,Dammam,80817.38,18,4489.85
C01149,Loyal,Riyadh,80482.43,24,3353.43
C01150,Returning,Madinah,72771.05,21,3465.29
C01151,Returning,Makkah,56443.94,14,4031.71
C01152,New,Riyadh,87316.83,27,3233.96
C01153,Loyal,Dammam,20499.71,6,3416.62
C01154,New,Madinah,66362.75,18,3686.82
C01155,New,Khobar,107111.47,31,3455.21
C01156,Loyal,Khobar,55985.38,22,2544.79
C01157,New,Khobar,61709.53,16,3856.85
C01158,New,Madinah,71323.7,21,3396.37
C01159,New,Jeddah,88240.59,26,3393.87
C01160,Loyal,Jeddah,62907.54,21,2995.6
C01161,Returning,Madinah,72146.33,22,3279.38
C01162,Returning,Abha,113454.26999999999,23,4932.79
C01163,Returning,Riyadh,100660.44,30,3355.35
C01164,New,Jeddah,66840.41,18,3713.36
C01165,New,Riyadh,69445.63,17,4085.04
C01166,New,Abha,85800.72,22,3900.03
C01167,Returning,Makkah,82804.9,21,3943.09
C01168,New,Khobar,73597.73,18,4088.76
C01169,Returning,Riyadh,64991.88,17,3823.05
C01170,New,Madinah,81854.21,17,4814.95
C01171,Returning,Jeddah,56096.4,16,3506.02
C01172,Loyal,Madinah,73744.18000000001,20,3687.21
C01173,Returning,Makkah,117800.65999999999,24,4908.36
C01174,New,Makkah,104423.77,26,4016.3
C01175,Returning,Madinah,44272.93,12,3689.41
C01176,Returning,Riyadh,53064.38,16,3316.52
C01177,New,Madinah,83456.05,22,3793.46
C01178,New,Makkah,68385.14,19,3599.22
C01179,Returning,Abha,86415.02,23,3757.17
C01180,Returning,Khobar,67862.54000000001,22,3084.66
C01181,Loyal,Makkah,79246.47,23,3445.5
C01182,Returning,Makkah,32174.35,14,2298.17
C01183,New,Madinah,71968.15,20,3598.41
C01184,Loyal,Makkah,100745.77,27,3731.32
C01185,New,Madinah,75940.83,24,3164.2
C01186,New,Jeddah,28012.98,9,3112.55
C01187,Loyal,Khobar,51202.08,12,4266.84
C01188,Returning,Madinah,84833.01,22,3856.05
C01189,New,Riyadh,27575.22,10,2757.52
C01190,Returning,Makkah,88769.09,24,3698.71
C01191,Returning,Riyadh,82202.37,20,4110.12
C01192,Returning,Abha,66990.27,21,3190.01
C01193,New,Dammam,89066.42,25,3562.66
C01194,Returning,Dammam,79212.68,23,3444.03
C01195,Returning,Jeddah,87562.66,27,3243.06
C01196,Loyal,Riyadh,65648.19,18,3647.12
C01197,Loyal,Makkah,38462.23,15,2564.15
C01198,Returning,Jeddah,86379.41,25,3455.18
C01199,Returning,Khobar,113390.77,26,4361.18
C01200,Returning,Abha,77133.77,26,2966.68
C01201,Loyal,Jeddah,108743.64,25,4349.75
C01202,Loyal,Khobar,75429.56,20,3771.48
C01203,Loyal,Khobar,75514.77,24,3146.45
C01204,New,Riyadh,77403.55,18,4300.2
C01205,New,Madinah,44578.450000000004,15,2971.9
C01206,New,Madinah,62855.74,16,3928.48
C01207,Loyal,Dammam,53423.83,17,3142.58
C01208,Loyal,Abha,64181.78,19,3377.99
C01209,Returning,Khobar,57629.09,20,2881.45
C01210,Returning,Makkah,65548.48,27,2427.72
C01211,Returning,Makkah,26506.059999999998,8,3313.26
C01212,Returning,Madinah,52188.84,17,3069.93
C01213,Returning,Khobar,75196.35,19,3957.7
C01214,Returning,Dammam,105223.26,24,4384.3
C01215,Returning,Abha,53510.22,18,2972.79
C01216,New,Dammam,55764.94,15,3717.66
C01217,Returning,Riyadh,77918.63,18,4328.81
C01218,New,Abha,103137.69,23,4484.25
C01219,New,Abha,62315.63,20,3115.78
C01220,Loyal,Jeddah,53168.1,12,4430.68
C01221,Returning,Makkah,68274.31999999999,16,4267.14
C01222,Loyal,Makkah,95327.97,29,3287.17
C01223,Returning,Riyadh,86020.68000000001,22,3910.03
C01224,Loyal,Madinah,69004.82,18,3833.6
C01225,Loyal,Abha,61998.09,17,3646.95
C01226,New,Makkah,45928.11,12,3827.34
C01227,Loyal,Khobar,75936.19,19,3996.64
C01228,New,Dammam,74458.75,20,3722.94
C01229,Returning,Madinah,76282.45,20,3814.12
C01230,Loyal,Madinah,72528.43,17,4266.38
C01231,New,Khobar,66006.31,20,3300.32
C01232,New,Dammam,92823.85,26,3570.15
C01233,Returning,Riyadh,67434.76,19,3549.2
C01234,New,Makkah,110670.91,25,4426.84
C01235,Returning,Dammam,54386.43,20,2719.32
C01236,Returning,Abha,56062.25,22,2548.28
C01237,Loyal,Jeddah,87624.43,25,3504.98
C01238,Returning,Dammam,63984.29,19,3367.59
C01239,Loyal,Riyadh,127153.97,31,4101.74
C01240,Returning,Makkah,85027.3,21,4048.92
C01241,Returning,Makkah,61265.59,15,4084.37
C01242,Loyal,Jeddah,65914.79,19,3469.2
C01243,Returning,Khobar,78502.09,20,3925.1
C01244,Returning,Madinah,88356.71,20,4417.84
C01245,Returning,Madinah,77329.78,19,4069.99
C01246,Loyal,Dammam,98543.28,29,3398.04
C01247,New,Khobar,65578.89,21,3122.8
C01248,New,Khobar,59765.65,20,2988.28
C01249,Returning,Khobar,71468.18,23,3107.31
C01250,Returning,Khobar,76537.16,22,3478.96
C01251,Loyal,Khobar,54279.26,16,3392.45
C01252,Returning,Makkah,32436.079999999998,11,2948.73
C01253,Loyal,Madinah,91702.0,19,4826.42
C01254,New,Dammam,57063.74,19,3003.35
C01255,Returning,Abha,101472.72,24,4228.03
C01256,New,Riyadh,53661.340000000004,20,2683.07
C01257,Returning,Jeddah,66671.95,21,3174.85
C01258,Loyal,Riyadh,65829.15,23,2862.14
C01259,Returning,Madinah,61382.950000000004,19,3230.68
C01260,Returning,Jeddah,73949.8,23,3215.21
C01261,Loyal,Khobar,90798.94,23,3947.78
C01262,Returning,Abha,103112.29,26,3965.86
C01263,New,Khobar,43151.94,12,3596.0
C01264,Returning,Madinah,68794.59,20,3439.73
C01265,New,Khobar,109484.06,23,4760.18
C01266,Loyal,Khobar,52420.69,18,2912.26
C01267,Returning,Jeddah,81311.85,22,3695.99
C01268,Returning,Abha,95206.63,25,3808.27
C01269,Returning,Madinah,75283.75,23,3273.21
C01270,New,Makkah,56647.56,18,3147.09
C01271,New,Dammam,41132.12,17,2419.54
C01272,New,Khobar,70684.01,20,3534.2
C01273,Returning,Madinah,70177.26,17,4128.07
C01274,New,Madinah,51822.37,17,3048.37
C01275,New,Makkah,58903.020000000004,14,4207.36
C01276,Returning,Riyadh,73427.56,17,4319.27
C01277,Loyal,Riyadh,61187.96,16,3824.25
C01278,Returning,Dammam,80606.06,14,5757.58
C01279,New,Khobar,70493.59,22,3204.25
C01280,Returning,Jeddah,127278.58,27,4714.02
C01281,Returning,Riyadh,60824.02,18,3379.11
C01282,Loyal,Makkah,76023.20999999999,17,4471.95
C01283,Loyal,Madinah,92517.41,23,4022.5
C01284,New,Dammam,60501.9,19,3184.31
C01285,Returning,Madinah,90136.1,23,3918.96
C01286,Loyal,Khobar,93524.72,25,3740.99
C01287,Returning,Makkah,71330.04,21,3396.67
C01288,Loyal,Jeddah,60731.33,21,2891.97
C01289,Returning,Khobar,71144.74,17,4184.98
C01290,Loyal,Dammam,64866.52,25,2594.66
C01291,Returning,Riyadh,82005.78,25,3280.23
C01292,Loyal,Makkah,60494.73,21,2880.7
C01293,Returning,Dammam,61505.08,20,3075.25
C01294,New,Khobar,61587.19,18,3421.51
C01295,Loyal,Jeddah,81104.51,24,3379.35
C01296,Returning,Jeddah,56733.43,14,4052.39
C01297,New,Makkah,54721.45,14,3908.68
C01298,Returning,Makkah,86329.02,23,3753.44
C01299,Returning,Madinah,66525.52,22,3023.89
C01300,Returning,Makkah,65331.96,21,3111.05
C01301,New,Khobar,79502.06,17,4676.59
C01302,Returning,Dammam,65413.799999999996,19,3442.83
C01303,Returning,Makkah,75733.24,20,3786.66
C01304,Returning,Abha,62949.479999999996,22,2861.34
C01305,New,Khobar,46578.229999999996,13,3582.94
C01306,New,Jeddah,77959.01,20,3897.95
C01307,Loyal,Makkah,103551.09999999999,26,3982.73
C01308,Returning,Abha,77036.3,21,3668.4
C01309,New,Makkah,122597.67,35,3502.79
C01310,Loyal,Madinah,52737.47,19,2775.66
C01311,Returning,Jeddah,76097.01,21,3623.67
C01312,Loyal,Dammam,87507.13,23,3804.66
C01313,Returning,Riyadh,120399.45,26,4630.75
C01314,Returning,Madinah,62665.86,24,2611.08
C01315,New,Madinah,47703.61,14,3407.4
C01316,Returning,Khobar,64299.38,20,3214.97
C01317,New,Madinah,90294.47,23,3925.85
C01318,Loyal,Madinah,65720.28,17,3865.9
C01319,Loyal,Khobar,82904.56,18,4605.81
C01320,Returning,Abha,71278.68,18,3959.93
C01321,Loyal,Riyadh,70473.06,19,3709.11
C01322,New,Jeddah,61947.82,18,3441.55
C01323,Returning,Abha,110943.72,25,4437.75
C01324,Returning,Dammam,54857.89,20,2742.89
C01325,Loyal,Khobar,109669.81,23,4768.25
C01326,Returning,Riyadh,95554.42,22,4343.38
C01327,New,Abha,66385.81999999999,16,4149.11
C01328,Returning,Makkah,76074.78,23,3307.6
C01329,Returning,Makkah,75638.59999999999,19,3980.98
C01330,New,Makkah,67683.87,20,3384.19
C01331,Returning,Dammam,74279.16,24,3094.96
C01332,Returning,Dammam,69431.52,15,4628.77
C01333,New,Khobar,62822.7,19,3306.46
C01334,New,Madinah,114500.56999999999,33,3469.71
C01335,Returning,Abha,82584.88,22,3753.86
C01336,New,Jeddah,88403.47,25,3536.14
C01337,Returning,Dammam,79011.5,22,3591.43
C01338,Returning,Dammam,75933.44,16,4745.84
C01339,Loyal,Jeddah,77175.38,23,3355.45
C01340,New,Makkah,85782.74,19,4514.88
C01341,Loyal,Jeddah,67029.1,19,3527.85
C01342,Returning,Khobar,116807.06,31,3767.97
C01343,Loyal,Riyadh,113192.81,30,3773.09
C01344,Loyal,Makkah,120451.88,23,5237.04
C01345,Returning,Khobar,70310.55,18,3906.14
C01346,Returning,Makkah,51225.42,14,3658.96
C01347,Returning,Madinah,71905.75,20,3595.29
C01348,Returning,Abha,115673.87,30,3855.8
C01349,New,Riyadh,110432.87,23,4801.43
C01350,New,Khobar,66600.88,22,3027.31
C01351,New,Makkah,87971.66,21,4189.13
C01352,Loyal,Makkah,104355.65,27,3865.02
C01353,Loyal,Riyadh,64925.87,17,3819.17
C01354,Returning,Riyadh,61648.38,17,3626.38
C01355,Returning,Jeddah,76560.09,15,5104.01
C01356,Loyal,Abha,75220.59,27,2785.95
C01357,New,Riyadh,39133.74,15,2608.92
C01358,Loyal,Madinah,67443.49,19,3549.66
C01359,New,Riyadh,28187.22,11,2562.47
C01360,Returning,Makkah,59883.33,19,3151.75
C01361,Returning,Abha,136260.06,32,4258.13
C01362,Returning,Jeddah,34653.19,16,2165.82
C01363,Returning,Dammam,65035.5,18,3613.08
C01364,Returning,Riyadh,61398.76,18,3411.04
C01365,Returning,Khobar,79417.58,17,4671.62
C01366,Returning,Makkah,70225.97,20,3511.3
C01367,New,Dammam,75840.3,21,3611.44
C01368,Loyal,Abha,35012.3,12,2917.69
C01369,Returning,Jeddah,69046.18,20,3452.31
C01370,Loyal,Riyadh,65615.02,19,3453.42
C01371,New,Dammam,63167.369999999995,22,2871.24
C01372,Returning,Jeddah,79680.84,21,3794.33
C01373,Returning,Madinah,70055.75,21,3335.99
C01374,Returning,Madinah,62489.16,20,3124.46
C01375,New,Abha,40619.18,14,2901.37
C01376,New,Jeddah,96599.73,30,3219.99
C01377,Returning,Jeddah,62626.85,17,3683.93
C01378,New,Madinah,75735.37,16,4733.46
C01379,New,Jeddah,44455.32,13,3419.64
C01380,New,Khobar,54327.43,20,2716.37
C01381,Returning,Dammam,103605.26,20,5180.26
C01382,New,Dammam,85271.45,21,4060.55
C01383,Returning,Riyadh,73351.34,19,3860.6
C01384,Returning,Abha,75033.89,16,4689.62
C01385,New,Khobar,68235.08,20,3411.75
C01386,Returning,Abha,59179.79,17,3481.16
C01387,New,Jeddah,44492.850000000006,12,3707.74
C01388,Loyal,Abha,39773.41,13,3059.49
C01389,Returning,Khobar,61608.21,17,3624.01
C01390,Returning,Madinah,109158.95,29,3764.1
C01391,Loyal,Khobar,78908.43000000001,24,3287.85
C01392,Returning,Madinah,68833.55,24,2868.06
C01393,Returning,Khobar,65986.57,22,2999.39
C01394,New,Dammam,91199.43,22,4145.43
C01395,New,Makkah,36685.93,15,2445.73
C01396,Loyal,Jeddah,76053.34,21,3621.59
C01397,Returning,Jeddah,63636.59,16,3977.29
C01398,Returning,Madinah,50921.96,17,2995.41
C01399,New,Dammam,64230.7,20,3211.54
C01400,Returning,Madinah,73953.08,16,4622.07
C01401,Returning,Madinah,79337.19,16,4958.57
C01402,Returning,Makkah,51293.61,16,3205.85
C01403,Returning,Riyadh,50989.25,19,2683.64
C01404,Returning,Abha,80170.72,23,3485.68
C01405,Loyal,Makkah,49456.08,19,2602.95
C01406,Loyal,Riyadh,108853.55,27,4031.61
C01407,Returning,Makkah,42835.909999999996,18,2379.77
C01408,Returning,Abha,51791.96,17,3046.59
C01409,New,Riyadh,80946.23,22,3679.37
C01410,New,Madinah,60840.33,15,4056.02
C01411,Returning,Makkah,57278.19,17,3369.31
C01412,New,Riyadh,64035.76,21,3049.32
C01413,New,Makkah,61743.7,18,3430.21
C01414,Returning,Jeddah,46079.65,13,3544.59
C01415,Returning,Madinah,69712.55,19,3669.08
C01416,Loyal,Riyadh,84465.45999999999,21,4022.16
C01417,Returning,Dammam,102056.97,28,3644.89
C01418,Loyal,Abha,80648.26,21,3840.39
C01419,Returning,Abha,120667.19,26,4641.05
C01420,Returning,Riyadh,112924.70999999999,21,5377.37
C01421,Loyal,Makkah,78251.01,24,3260.46
C01422,Loyal,Makkah,40744.68,11,3704.06
C01423,Returning,Makkah,61614.81,15,4107.65
C01424,Returning,Khobar,56649.99,14,4046.43
C01425,New,Makkah,83328.4,24,3472.02
C01426,New,Riyadh,56319.810000000005,19,2964.2
C01427,Loyal,Madinah,49883.41,15,3325.56
C01428,Returning,Abha,61734.83,21,2939.75
C01429,New,Madinah,42056.12,10,4205.61
C01430,Returning,Abha,76540.52,22,3479.11
C01431,Returning,Abha,84420.66,19,4443.19
C01432,Loyal,Madinah,83400.08,25,3336.0
C01433,Returning,Makkah,45677.32,14,3262.67
C01434,Returning,Abha,65264.3,18,3625.79
C01435,New,Makkah,41812.92,18,2322.94
C01436,Returning,Jeddah,81886.85,20,4094.34
C01437,Loyal,Riyadh,77593.1,21,3694.91
C01438,Loyal,Makkah,63538.86,17,3737.58
C01439,Returning,Riyadh,69244.67,18,3846.93
C01440,Loyal,Dammam,85921.5,30,2864.05
C01441,New,Abha,74395.38,21,3542.64
C01442,Returning,Abha,76013.45,22,3455.16
C01443,Loyal,Abha,73922.07,18,4106.78
C01444,Returning,Jeddah,77009.5,24,3208.73
C01445,New,Makkah,53318.99,19,2806.26
C01446,New,Khobar,73699.41,19,3878.92
C01447,Returning,Riyadh,87075.76000000001,22,3957.99
C01448,Returning,Dammam,70991.78,18,3943.99
C01449,Returning,Dammam,64007.25,19,3368.8
C01450,New,Madinah,98630.7,25,3945.23
C01451,Returning,Makkah,72541.41,25,2901.66
C01452,Returning,Abha,62607.82,20,3130.39
C01453,Loyal,Dammam,73837.61,21,3516.08
C01454,Returning,Makkah,56523.32,17,3324.9
C01455,Returning,Abha,62636.55,19,3296.66
C01456,Returning,Abha,77004.64,22,3500.21
C01457,Returning,Jeddah,88969.19,30,2965.64
C01458,Loyal,Madinah,71394.29,25,2855.77
C01459,New,Abha,77592.48,22,3526.93
C01460,Returning,Abha,113181.88,29,3902.82
C01461,Returning,Abha,50192.11,17,2952.48
C01462,Returning,Dammam,112626.26000000001,29,3883.66
C01463,New,Dammam,84152.76,23,3658.82
C01464,Loyal,Riyadh,62891.56,18,3493.98
C01465,Returning,Dammam,58195.25,19,3062.91
C01466,Returning,Jeddah,70927.16,21,3377.48
C01467,Returning,Madinah,84146.18,24,3506.09
C01468,Loyal,Abha,63005.91,20,3150.3
C01469,New,Khobar,86165.9,22,3916.63
C01470,Returning,Dammam,68208.45,24,2842.02
C01471,New,Riyadh,83910.81,20,4195.54
C01472,Returning,Madinah,64251.47,18,3569.53
C01473,Returning,Abha,56906.36,15,3793.76
C01474,Returning,Jeddah,70512.15,21,3357.72
C01475,Returning,Abha,75763.13,22,3443.78
C01476,New,Khobar,49412.3,13,3800.95
C01477,Returning,Dammam,104784.64,28,3742.31
C01478,Returning,Dammam,75315.15000000001,23,3274.57
C01479,New,Makkah,48816.8,15,3254.45
C01480,Returning,Madinah,60362.2,21,2874.39
C01481,New,Dammam,62010.36,14,4429.31
C01482,Returning,Madinah,69621.03,21,3315.29
C01483,New,Khobar,58533.57,15,3902.24
C01484,New,Riyadh,87623.18,24,3650.97
C01485,Returning,Khobar,76852.31999999999,17,4520.72
C01486,Returning,Madinah,41057.22,19,2160.91
C01487,New,Jeddah,69876.08,20,3493.8
C01488,Returning,Makkah,91958.88,21,4378.99
C01489,New,Riyadh,77543.05,19,4081.21
C01490,Loyal,Jeddah,75213.73,21,3581.61
C01491,Loyal,Riyadh,63780.85,21,3037.18
C01492,New,Khobar,59529.57,12,4960.8
C01493,New,Dammam,73005.06,20,3650.25
C01494,Loyal,Khobar,66372.86,17,3904.29
C01495,Returning,Abha,82543.70999999999,25,3301.75
C01496,Loyal,Jeddah,99938.0,22,4542.64
C01497,Returning,Madinah,70787.16,21,3370.82
C01498,New,Dammam,24819.559999999998,10,2481.96
C01499,New,Dammam,69026.64,22,3137.57
C01500,Returning,Makkah,59275.89,20,2963.79
C01501,New,Jeddah,119600.43,29,4124.15
C01502,Loyal,Khobar,77729.04,18,4318.28
C01503,Returning,Dammam,47885.22,15,3192.35
C01504,New,Abha,76795.68000000001,22,3490.71
C01505,New,Madinah,28661.97,13,2204.77
C01506,New,Jeddah,72799.19,22,3309.05
C01507,Returning,Khobar,31992.5,15,2132.83
C01508,Loyal,Makkah,53465.56,19,2813.98
C01509,New,Madinah,47866.36,18,2659.24
C01510,Loyal,Makkah,91272.4,25,3650.9
C01511,Returning,Dammam,69365.65,20,3468.28
C01512,Returning,Khobar,58868.33,16,3679.27
C01513,Returning,Khobar,101373.27,22,4607.88
C01514,Loyal,Abha,44500.01,12,3708.33
C01515,Loyal,Jeddah,30444.28,13,2341.87
C01516,Loyal,Madinah,38940.66,14,2781.48
C01517,Returning,Khobar,57828.5,21,2753.74
C01518,Returning,Abha,56791.020000000004,20,2839.55
C01519,Loyal,Dammam,109125.27,23,4744.58
C01520,New,Khobar,52489.479999999996,15,3499.3
C01521,Returning,Madinah,53642.77,18,2980.15
C01522,Returning,Abha,59421.66,19,3127.46
C01523,Loyal,Dammam,87170.52,23,3790.02
C01524,New,Riyadh,64399.03,21,3066.62
C01525,Returning,Abha,78001.34,20,3900.07
C01526,Returning,Abha,45565.47,14,3254.68
C01527,Loyal,Dammam,107632.48,21,5125.36
C01528,Returning,Khobar,78952.89,20,3947.64
C01529,Returning,Khobar,59900.32,18,3327.8
C01530,Returning,Madinah,89726.82,22,4078.49
C01531,Returning,Jeddah,84185.85,25,3367.43
C01532,Returning,Makkah,45557.91,22,2070.81
C01533,New,Dammam,122386.49,26,4707.17
C01534,Loyal,Khobar,114599.97,24,4775.0
C01535,Loyal,Riyadh,67274.85,24,2803.12
C01536,New,Riyadh,71348.42,20,3567.42
C01537,Returning,Riyadh,94616.06,23,4113.74
C01538,New,Riyadh,83421.33,19,4390.6
C01539,Loyal,Madinah,90714.34,22,4123.38
C01540,New,Abha,84066.06999999999,23,3655.05
C01541,Returning,Abha,88768.55,29,3060.98
C01542,Loyal,Makkah,62090.11,21,2956.67
C01543,Loyal,Madinah,34488.479999999996,9,3832.05
C01544,Returning,Madinah,65951.69,22,2997.8
C01545,Returning,Dammam,88775.48,20,4438.77
C01546,Loyal,Abha,65832.06,16,4114.5
C01547,Returning,Dammam,45027.61,21,2144.17
C01548,Returning,Jeddah,43156.22,8,5394.53
C01549,New,Makkah,69626.6,19,3664.56
C01550,Returning,Jeddah,71823.56,19,3780.19
C01551,New,Abha,53323.76,17,3136.69
C01552,Returning,Riyadh,77087.4,21,3670.83
C01553,New,Khobar,57803.42,19,3042.29
C01554,New,Madinah,57032.51,16,3564.53
C01555,Returning,Dammam,56790.25,16,3549.39
C01556,Returning,Abha,67524.25,18,3751.35
C01557,Returning,Madinah,66842.09,23,2906.18
C01558,New,Dammam,89624.7,21,4267.84
C01559,Returning,Riyadh,88030.03,21,4191.91
C01560,Returning,Jeddah,63995.65,22,2908.89
C01561,New,Riyadh,52429.65,17,3084.1
C01562,Loyal,Khobar,84393.38,16,5274.59
C01563,Returning,Madinah,86974.8,21,4141.66
C01564,Loyal,Dammam,135752.34,37,3668.98
C01565,Returning,Jeddah,90401.13,24,3766.71
C01566,New,Abha,77199.81,22,3509.08
C01567,Loyal,Jeddah,58398.54,16,3649.91
C01568,Returning,Madinah,55816.84,16,3488.55
C01569,Returning,Jeddah,41973.47,12,3497.79
C01570,New,Dammam,79326.53,22,3605.75
C01571,Loyal,Makkah,106177.73,23,4616.42
C01572,Loyal,Jeddah,82515.81,17,4853.87
C01573,Loyal,Jeddah,52124.49,13,4009.58
C01574,Returning,Riyadh,57679.36,19,3035.76
C01575,New,Madinah,88015.34,19,4632.39
C01576,New,Makkah,40268.49,13,3097.58
C01577,New,Madinah,58650.62,17,3450.04
C01578,New,Makkah,59337.97,17,3490.47
C01579,New,Madinah,87128.93,22,3960.41
C01580,Loyal,Dammam,114235.17,22,5192.51
C01581,Returning,Makkah,59968.22,15,3997.88
C01582,New,Dammam,78276.54,24,3261.52
C01583,Returning,Abha,95665.31999999999,19,5035.02
C01584,Returning,Khobar,64599.340000000004,24,2691.64
C01585,New,Madinah,64929.83,16,4058.11
C01586,Returning,Dammam,87898.48,23,3821.67
C01587,Loyal,Riyadh,43443.89,17,2555.52
C01588,Returning,Madinah,64859.02,22,2948.14
C01589,New,Khobar,82300.05,22,3740.91
C01590,New,Makkah,78881.22,21,3756.25
C01591,New,Dammam,47563.28,16,2972.7
C01592,Returning,Abha,86148.16,21,4102.29
C01593,Loyal,Makkah,88046.76,26,3386.41
C01594,Returning,Jeddah,97690.70999999999,26,3757.33
C01595,New,Riyadh,75762.06,22,3443.73
C01596,Returning,Jeddah,113188.29,25,4527.53
C01597,New,Riyadh,84413.0,21,4019.67
C01598,Returning,Makkah,85341.03,27,3160.78
C01599,Returning,Dammam,73746.19,23,3206.36
C01600,Loyal,Jeddah,57406.77,14,4100.48
C01601,Loyal,Jeddah,65678.42,24,2736.6
C01602,Loyal,Abha,65801.66,20,3290.08
C01603,Loyal,Abha,21993.28,12,1832.77
C01604,Returning,Makkah,92403.26,24,3850.14
C01605,Loyal,Abha,71552.84,20,3577.64
C01606,Returning,Jeddah,52365.64,20,2618.28
C01607,Loyal,Madinah,90931.14,25,3637.25
C01608,Returning,Abha,20758.07,9,2306.45
C01609,Returning,Khobar,77354.46,21,3683.55
C01610,Loyal,Riyadh,82828.81999999999,22,3764.95
C01611,Returning,Makkah,85614.07,24,3567.25
C01612,Returning,Riyadh,62121.85,19,3269.57
C01613,Loyal,Riyadh,64519.38,20,3225.97
C01614,New,Madinah,96840.69,28,3458.6
C01615,New,Makkah,58748.61,21,2797.55
C01616,Loyal,Madinah,99758.16,25,3990.33
C01617,Loyal,Jeddah,73731.20999999999,19,3880.59
C01618,Loyal,Riyadh,83622.86,20,4181.14
C01619,Returning,Makkah,67602.93,15,4506.86
C01620,Loyal,Abha,75706.75,23,3291.6
C01621,Returning,Jeddah,49580.32,18,2754.46
C01622,Loyal,Dammam,82567.4,21,3931.78
C01623,Returning,Madinah,60934.96,15,4062.33
C01624,Returning,Madinah,62658.37,17,3685.79
C01625,Returning,Makkah,70055.88,19,3687.15
C01626,Loyal,Dammam,92967.65000000001,28,3320.27
C01627,New,Makkah,69802.29000000001,20,3490.11
C01628,Returning,Makkah,63545.96,20,3177.3
C01629,Returning,Makkah,64016.93,20,3200.85
C01630,New,Makkah,54348.38,13,4180.64
C01631,Returning,Jeddah,82618.52,25,3304.74
C01632,Returning,Madinah,63647.829999999994,16,3977.99
C01633,New,Riyadh,73068.6,20,3653.43
C01634,Loyal,Dammam,62363.58,22,2834.71
C01635,Returning,Madinah,57781.8,15,3852.12
C01636,New,Khobar,111505.67,21,5309.79
C01637,New,Dammam,49078.42,16,3067.4
C01638,Returning,Makkah,65556.04,18,3642.0
C01639,Loyal,Jeddah,97027.75,24,4042.82
C01640,New,Riyadh,74903.27,19,3942.28
C01641,Returning,Abha,66276.68,20,3313.83
C01642,Returning,Khobar,105956.38,27,3924.31
C01643,Returning,Riyadh,91149.0,23,3963.0
C01644,Loyal,Madinah,87624.26,19,4611.8
C01645,Returning,Abha,72596.53,22,3299.84
C01646,New,Dammam,61273.62,18,3404.09
C01647,New,Khobar,39042.25,12,3253.52
C01648,Loyal,Dammam,74542.36,17,4384.84
C01649,Returning,Madinah,73709.63,18,4094.98
C01650,Loyal,Riyadh,90801.63,21,4323.89
C01651,Loyal,Khobar,54378.2,18,3021.01
C01652,Returning,Abha,74604.16,21,3552.58
C01653,Returning,Abha,67220.05,19,3537.9
C01654,New,Abha,63680.77,22,2894.58
